display_y,display_x,beds,sqft,photo_url,ppsf,baths,mlsnum,list_price,remarks,predicted_price
42.29528,-71.11581,1,368.0,http://media.mlspin.com/photo.aspx?mls=72251750,755.43,1.0,72251750,249900.0,"***Offer deadline Tuesday Nov 14th at 12pm*** email me Pdf The Firehouse! This architectural Gem now provides a perfect investment opportunity in a growing area!. Sweet space in a wonderful location with coffee shops, restaurants, Harvest Co-Op Market, and green space galore! This home has a 92 for a ""walkability"" score. An easy walk to the T & a skip to Longwood Medical Area, Northeastern, Wentworth and many other Universities! This renovated one bedroom has a professional and proven tenant leased through 6/30/2018 at $1650 per month. This pretty building features common laundry & garden. Pets okay. Hardwood floors, granite counters, and maple cabinets",211049.37
42.54366,-70.88482,2,1380.0,http://media.mlspin.com/photo.aspx?mls=72251751,267.39,2.5,72251751,369000.0,"Sun drenched penthouse at Edwards Harborview Condominiums!  Private balcony boasting city and water views avaiable Now! Features spacious open concept living with fireplaced living room, hardwood floors, recessed lighting and expansive ceilings. Enjoy cooking in the quality kitchen equipped with stainless steel appliances, HW floors and granite counter tops all under the skylight.  Additional level with master bedroom and bath, along with 2nd bedroom, additional full bathroom, laundry and storage closet. On site fitness room, addtioanal storage room and 2 deeded parking spaces. Great location with small town charm, beaches, commuter rail, downtown shopping and a bevy of restaurants offer urban lifestyle.",38973.02
42.35337,-71.062,3,1625.0,http://media.mlspin.com/photo.aspx?mls=72252162,1326.15,3.0,72252162,2300000.0,"Rarely available Corner 3 bedroom, 3 bathroom with EXTRA STORAGE on the 14th floor (worth $75,000) at Millennium Place. This spacious condo has floor to ceiling windows with fantastic City views, hardwood floors throughout, and a gas fireplace. The large master bedroom has a gorgeous ensuite marble bathroom, a walk-in closet, an additional closet, and has electric shades. There are 2 generously sized guest rooms that can fit a queen bed, one is en suite, and the other has a full bathroom across the hall. Both are equipped with electric shades as well. The kitchen/living area is an open concept that can easily fit a large dining table and large living furniture comfortably. This building is 4 years young, next door to the Ritz Carlton hotel, in the newest, hottest neighborhood in Boston for Full service buildings.  This unit comes with 1 heated, garage, valet parking space.  This Luxury Building has a club lounge/restaurant and bar, a gym, a movie theater, spa room and 24 hour concierge",313285.07
42.35048,-71.05803,1,740.0,http://media.mlspin.com/photo.aspx?mls=72252214,721.62,1.0,72252214,529000.0,"111 Beach Street Lofts exemplify true loft-style living offering exposed bricks, beams and duct work. This large open space faces west with hardwood floors, stainless steel kitchen appliances and in-home washer dryer. Bathroom with stall shower is marble.The kitchen has wood cabinets and a granite countertop. Its 13 ft. ceiling height creates an opportunity for an elevated or separate sleeping area. Low condo fee includes heat and AC. This Leather District Condominium is comprised of 46 units and has high owner occupancy. Amenities include a fitness room and a private storage bin. Located in a vibrant neighborhood between South Station, the Financial District and Chinatown, this home is easily accessible to restaurants, all modes of transportation and just moments from I-93 and the Massachusetts Turnpike. On street parking and a parking garage is nearby.  OPEN HOUSE SATURDAY, NOVEMBER 18 from NOON - 1:30.",210924.38
42.3079,-71.11876,2,1028.0,http://media.mlspin.com/photo.aspx?mls=72252673,527.24,1.0,72252673,539000.0,"Open house Saturday and Sunday 12-2pm. Become apart of this wonderful Arboretum neighborhood on the second floor of this three family home. The floor plan breaks the mold of the typical triple decker with large foyer, bright living and dining rooms, lots of storage and in-unit laundry. An updated cherry and granite kitchen offers plenty of countertop space for cooking and entertaining. Balconies off the kitchen and living room provide space to grab some fresh air and enjoy peaks of the tree studded arboretum and surrounding area. There is lots of additional basement storage with easy access from the exterior, great for those outdoor enthusiasts with gear or bikes to store. You will love the easy access to central Jamaica Plain, transportation and the famous Emerald Necklace Parks.",148355.75
42.46037,-70.93315,1,602.0,http://media.mlspin.com/photo.aspx?mls=72252999,244.19,1.0,72252999,150000.0,Welcome to this stunning 5th floor unit at the HOT Lynn Shore drive condominiums! Enjoy beach side living with Nahant Beach just across the street! The unit boasts a care free layout and hardwood floors throughout! The unit also has ocean views from the living room and tons of natural sunlight. Come add your finishing touches and make this unit yours! Sale is subject to seller finding suitable housing. Property has been identified. Come stop by our first open house Sunday 11/12/17 from 12-2! This unit will not last long! All offers to be reviewed MONDAY 11/13/17 at 6pm.,16048.73
42.53725,-70.95231,2,1536.0,http://media.mlspin.com/photo.aspx?mls=72253177,237.63,1.5,72253177,379900.0,"WELCOME TO ESSEX GREEN CONDOMINIUMS!  You can't beat this fantastic location and most of all this beautiful village style condominium complex with colonial style buildings, street lanterns and beautiful grounds.  This unit offers a nice floor plan with a bright and sunny eat -in kitchen.  Formal dining room with chair rail that opens to the living room with a fireplace and french doors for exterior access to the deck with nice views of the backyard.  HUGE master bedroom on 2nd level with access to the 3/4 bath and additional spacious bedroom with walk in closet.  Full basement for future expansion or for  just plain storage space .Washer/dryer in unit, desirable gas heating, central air, replacement windows and one car detached garage.  Walking distance to the North Shore Mall with great restaurants , medical buildings and post office.  Excellent accessibility to major highway for easy commute.",16048.73
42.33521,-71.04016,2,746.0,http://media.mlspin.com/photo.aspx?mls=72253249,715.82,1.0,72253249,529000.0,"Bright and sunny two bed, one bath unit with a spacious, open concept living area. Modern granite & stainless kitchen which leads to a private balcony. Hardwood floors, gas fireplace with built-ins, crown moldings and large marble bathroom. Custom window seat installed in 2016. All lighting upgraded in 2016 including a focal point chandelier in the dining room, pendant lighting, and matching flush mounts in both bedrooms. Master Bedroom has THREE closets! Great ceiling height. Terrific storage in unit. Additional deeded storage and washer / dryer - exclusive to this unit - in the basement. Best location in South Boston....steps to East Broadway, minutes from West Broadway and all that it has to offer. Convenient to buses...shopping...restaurants as well as the beach!",211103.87
42.15142,-71.65722,3,1174.0,http://media.mlspin.com/photo.aspx?mls=72253302,198.47,1.5,72253302,234900.0,"This Three Bedroom 1 1/2 bath, half Duplex with finished basement is like NEW! Three spacious bedrooms on the second floor with a full bath. The first floor has a galley style kitchen with access to the rear deck. There is a open living room, dining room combination . A first floor laundry and half bath round off the first floor. The basement is finished for a rec room or family room with walk out access to the backyard. Hydro air heat by oil and central air will keep you warm in the winter and cool in the summer.",5492.62
42.09364,-71.63332,3,1380.0,http://media.mlspin.com/photo.aspx?mls=72253303,125.36,2.5,72253303,169900.0,"Looking for a Condex at a great price where you can gain some equity yourself? Here it is. This 5 room,  2-3 bedroom, 1.5 bath contemporary townhouse style condominium is located on the corner of E. Hartford Ave and Granite Street. There is almost 1400 square feet of living space with a full unfinished walkout basement, set on about an acre of land surrounded by trees. No Condo fees.",-57781.91
42.38479,-71.01379,2,1147.0,http://media.mlspin.com/photo.aspx?mls=72253358,374.89,2.0,72253357,435000.0,"This modern home with an inviting open concept is made up of two bedrooms, two bathrooms, two tandem parking spaces and an additional 200 sqft of basement storage. Incredibly tall ceilings, gas fireplace, central air and beautiful Brazilian cherry floors throughout makes this condo a great find in the middle of a fantastic neighborhood just steps from the T station and beach. This condo offers a custom kitchen that comes complete with maple cabinets, granite countertops and stainless appliances. The master bedroom has a master bathroom. Don't miss the recessed lighting throughout and private deck! A short walk to Orient Heights blue line station and Constitution Beach Park with skating rink, basketball, tennis and handball courts.",84873.6
42.41361,-71.12881,2,1050.0,http://media.mlspin.com/photo.aspx?mls=72253417,523.81,1.0,72253417,499000.0,"Pristine and sun filled top floor two bed condominium in a fantastic and convenient Medford location! Converted and gut renovated in 2013 with all new systems including central air. Features include richly stained hardwood floors throughout, modern eat-in kitchen with stainless steel appliances, granite counters, subway backsplash and in unit laundry (washer & dryer included). An open concept living & dining space and a newly added gas fireplace with stone surround flanked by custom built in cabinetry and bookshelves with bead board detail. Two spacious bedrooms and a stylish updated full bath with pocket door. One car garage and a private level, landscaped backyard with patio and two raised garden beds. An expansive front porch that is perfect for entertaining in the warmer months! The lower level has a workshop, pantry and plenty of dry storage. Close to nearby Tufts University, Route 93, bus to Davis Sq, The Fells and proposed green line. Just steps to Capen Park & the Mystic River!",148355.75
42.67213,-71.34958,2,1000.0,http://media.mlspin.com/photo.aspx?mls=72253442,180.0,1.0,72253442,169900.0,"This Lovely Garden Style condominium located in the Country Side complex is a rare find.  The two spacious bedrooms have gleaming hardwood floors and large  windows for natural light.  The recently updated bathroom has a new vanity, updated shower/bathtub and new floors.  The large kitchen offers plenty of storage in gorgeous oak cabinets with a generous dining area and brand new luxury vinyl flooring.   The living room is filled with natural light and has large sliding glass doors leading to a covered patio perfect for entertaining.  With a new roof installed in 2013, in unit laundry, assigned parking and beautiful country views there is nothing left to do except move in.",-17141.58
42.48543,-71.15294,3,1300.0,http://media.mlspin.com/photo.aspx?mls=72253469,306.92,1.5,72253469,379900.0,"Welcome to Chestnut Street Condominiums, a newly renovated 3 bedroom, 1.5 bath townhouse. A stunning transformation you won?t want to miss and a rare opportunity to enjoy the privacy of single family living with the benefits of condominium ownership. This bright sun filled home features hardwood floors throughout, and an impressive kitchen boasting modern cabinetry, granite counters and stainless steel appliances. Ideally remodeled with neutral colors this unit lends itself to almost any decor. Plenty of storage in basement and if that?s not enough, enjoy the convenience of a walk up third floor. First floor bath offers hookups for washer and dryer, no more going to the basement to do laundry. Second floor bath has electric radiant heat under flooring for those chilly mornings. (2nd zone). Walk to bus, stores and top eateries!  Minutes to highways, cinemas, malls and major hospitals, what more do you need?",67687.46
42.3072,-71.06195,2,695.0,http://media.mlspin.com/photo.aspx?mls=72252977,395.68,1.0,72252977,245900.0,"Fantastic entry point into the strong Dorchester condo market.  If you are priced out of the $500 per square foot market less than a mile away, why not check this out. This 695 square foot two bedroom penthouse unit features a charming open floor plan, granite countertops, gleaming hardwood floors, and a warm and inviting color scheme. T access to either Fields Corner or Savin Hill stations, great local restaurants and pubs, and a short Uber ride away from the Seaport District and downtown Boston. In-building laundry and parking for one vehicle. Condo fee includes heat and hot water. Don?t miss out on this one! Private showings available.  Owners reserve the right to accept an Offer at any time.",82411.79
42.38092,-71.1795,2,1125.0,http://media.mlspin.com/photo.aspx?mls=72252957,457.78,1.0,72252957,519000.0,"This charming, spacious 2 bedroom condominium in a converted 2-family home has much to commend it. The living room has a beautiful brick fireplace flanked by windows and woodwork with a warm natural finish. Step outside from the living room to a covered front porch with swing for two. The centrally located dining room has wonderful dimensions, Southern exposure, 3 large windows, abundant natural light & a built-in fine china cabinet & drawers. The kitchen features stainless appliances, pantry, abundant cabinetry, ceramic tile floor, recessed lights & leads to a mudroom w/ basement, rear porch & yard access. Quality Harvey replacement windows throughout will help keep you cozy. A high end radiant heat marble floor bath w/decorative tile accents lends a notable upscale touch. In ground irrigation & professional landscaping. Steps to bus. Wide drive w/ 2 car parking. Belmont schools are top notch & the location of this home is excellent, just steps outside vibrant, growing Cushing Square.",137118.62
42.37521,-71.16068,3,1131.0,http://media.mlspin.com/photo.aspx?mls=72253998,447.39,1.0,72253997,479900.0,"Newly converted sun filled three bedroom condominium on the Belmont/Cambridge line only minutes to Harvard Square. Just unpack in this Move-In Ready home with updated eat in kitchen including new ss appliances, brand new tile bath, refinished oak floors throughout and newly painted interior. Enjoy the warmth of your fireplace living room that opens to the dining area. There's plenty of room for grilling on the covered outside porch and common yard. No need to worry about the common areas with the new shaker shingle vinyl siding, replacement windows, roof, electric, hot water and heating. Park your car in the garage plus there is a second space in the driveway.This condo has it all plus great access to public transportation, biking along the Charles River, commuting to downtown Boston and walking distance to great area restaurants. Act now and be in for the holidays!",129575.5
42.63334,-71.33212,1,604.0,http://media.mlspin.com/photo.aspx?mls=72253834,190.23,1.0,72253833,94900.0,"A Must See.  With Rt 3 & 495 1.5 miles away and Umass Lowell South Campus and the Merrimack River even closer, this one bedroom condo boasts an amazing location, affordable condo fee with heat and hot water included, granite countertops, new carpet in the bedroom and fresh paint. This condo is located in Lowell's ""Highlands Neighborhood"", which is a perfect place for a first time buyer, a couple looking to down size or for a landlord as a desirable rental opportunity.    SHOWINGS START AT THE OPEN HOUSE ON SUNDAY, NOVEMBER 12, 2017 FROM 10AM - 1PM. OFFERS ARE DUE BY WEDNESDAY, NOVEMBER 15, 2017 AT 5PM.",-2137.52
42.29618,-71.17185,3,2365.0,http://media.mlspin.com/photo.aspx?mls=72254026,291.75,2.5,72254025,690000.0,"RARE opportunity! Beautiful 3 bed, 2.5 bath townhouse in very desirable, tree-lined neighborhood on the Chestnut Hill line. Enter into this bright and sun-filled home with 3 levels of spacious living. The dynamic & open floor plan flows effortlessly from one room to the next.  A wall of windows & fireplace lead into the well-appointed dining room that features access to the deck and an enviable view, perfect for entertaining or quiet enjoyment. The spacious kitchen is equipped with stainless steel appliances, granite counters and plenty of cabinet space. The second floor features a generously sized master bedroom with warming fireplace, 2 additional bedrooms and full bath. A fully finished lower level comes complete with room for an additional family room, gym, or office space and full bath. Many notable restaurants and shops close by with easy access to the city. Complete with energy efficient washer/dryer. Don't wait, this opportunity won't last long.",56569.01
42.28862,-71.11441,2,945.0,http://media.mlspin.com/photo.aspx?mls=72253738,517.46,2.0,72253738,489000.0,"Sensational gut rehab in the Bourne Neighborhood of Jamaica Plain at 28-30 Catherine St. Authentic style & purposeful new design is what you?ll find inside and outside of these condominiums. Very easy & everyday living open floor plan. Custom chef?s kitchen, Frigidaire Gallery S/S appliances, honed granite Island, under counter lighting, all new systems: roof, electric, plumbing, HVAC, Navien on demand water heater, central A/C, spray foam insulation, siding, and copious Harvey windows. Other noteworthy features include En-suite masters, In-unit laundry w/ Samsung W/D, luminous new oak floors, cathedral ceiling, walk-in-closet, skylights, crown moldings, recessed lighting, private entrances, new driveway for 4 car parking, huge common yard, decks, basement storage. Unit 1, 2 bedrooms +2 full baths, Unit 2, Duplex 3 beds + office+ 2 full baths. Totally Renovated! Just Move In!",148355.75
42.22463,-71.80583,2,1358.0,http://media.mlspin.com/photo.aspx?mls=72253637,102.36,1.0,72253636,139900.0,"BAYBERRY VILLAGE:  Spacious end unit Townhouse offers versatility with its open concept.  Features included:  cathedral ceilings, skylight, fully applianced kitchen,  and more.  Need more space??  Access the spacious, skylit loft/bedroom with huge walk in closet by the spiral staircase.  Plus, the partially finished, private basement offers room for expansion with a bonus room and laundry area.  Conveniently located within minutes to the Mass Pike, Routes 146, 290 and 20!  Condo is run by an offsite Management Company.  Fees include:  exterior maintenance, road maintenance, landscaping, water, sewer, snow & trash removal.",-70946.63
42.34554,-71.07463,1,449.0,http://media.mlspin.com/photo.aspx?mls=72253581,1258.35,1.0,72253581,519000.0,Perfect one bedroom steps from Copley Square has been beautifully renovated! Lovely living/dining room with exposed brick and beamed ceiling overlooking the garden area. Open kitchen with honed granite counters and new stainless steel appliances. New gleaming hand scraped acacia floors throughout. Bedroom offers custom  built-out California closet. This home is a real charmer!,335585.02
42.28862,-71.11441,3,1500.0,http://media.mlspin.com/photo.aspx?mls=72253741,386.0,2.0,72253741,559000.0,"Sensational gut rehab in the Bourne Neighborhood of Jamaica Plain at 28-30 Catherine St. Authentic style & purposeful new design is what you?ll find inside and outside of these condominiums. Very easy & everyday living open floor plan. Custom chef?s kitchen, Frigidaire Gallery S/S appliances, honed granite Island, under counter lighting, all new systems: roof, electric, plumbing, HVAC, Navien on demand water heater, central A/C, spray foam insulation, siding, and copious Harvey windows. Other noteworthy features include En-suite masters, In-unit laundry w/ Samsung W/D, luminous new oak floors, cathedral ceiling, walk-in-closet, skylights, crown moldings, recessed lighting, private entrances, new driveway for 4 car parking, huge common yard, decks, basement storage. Unit 1, 2 bedrooms +2 full baths, Unit 2, Duplex 3 beds + office + 2 full baths. Totally Renovated! Just Move In!",90509.34
42.08242,-71.42579,2,1019.0,http://media.mlspin.com/photo.aspx?mls=72253495,235.53,1.5,72253495,239900.0,"Highly coveted townhouse in Benjamin's Landing.  Freshly painted, extensively renovated from the small touches, door hinges, door knobs, light fixtures to Harvey windows, furnace, Central Air conditioning and water heater.  Inside this home has beautiful flooring in an oversized living room that opens to a sun splashed eat in kitchen with soft close drawers.  The spacious kitchen has a slider which leads out to your own private deck area facing the trees to create a tranquil setting for relaxing or entertaining.  Follow the path to the town forest! Convenient to major routes, train station, shopping and restaurants.  Heating is natural gas. The home has been lovingly cared for and it shows throughout.  Schedule a showing today or come to the Open house this Saturday from 11 AM - 12 PM.",16048.73
42.41944,-70.99682,3,2178.0,http://media.mlspin.com/photo.aspx?mls=72254391,208.91,2.5,72254391,449900.0,"Beautiful 2 year young town-home! 3 levels of living space with a first floor open concept, hardwood flrs through out, kitchen with granite counter tops and stainless steel appliances, dining area with slider doors to your private great size fenced in yard.  2nd flr features 3 bdrms with a large master bdrm and mstr bathroom, walk-in closet, 2 good size bdrms with spacious closet space, an additional full bath, washer/dryer with closet. Brand new finished bsmt, with closets, storage, and space for an additional bathroom (electricity is done). Close to transportation, easy access to highways.",-1973.64
42.05647,-70.71664,2,1150.0,http://media.mlspin.com/photo.aspx?mls=72254362,265.22,2.0,72254361,299000.0,"Ready to simplify? Throw away the rakes and shovels and enjoy carefree living at an attractive price in beautiful Duxbury. This light and bright top floor unit in the desirable Township Condominiums is sure to please. Squeaky clean through and through, it offers a bright and sunny living room with fireplace, adjoining dining room, an efficient kitchen with ample cabinet space, and two bedrooms, both with sliders to a private balcony. The spacious master bedroom has a private bath and multiple closets. Secure storage/mechanicals room in basement plus additional designated storage area. Washer/dryer area off kitchen. Detached garage and assigned parking. Convenient location just minutes to shopping, beach, schools, conservation area, Route 3, and the commuter rail to Boston. Great opportunity for a weekend/vacation home, downsizers, first time home buyers, snowbirds, or anyone looking for an affordable home in Duxbury. Don't hesitate... this is a terrific value!",38973.02
42.68683,-72.05653,2,1425.0,http://media.mlspin.com/photo.aspx?mls=72254383,53.33,1.5,72254383,79900.0,Here is your opportunity! Units in this complex rarely come on the market!  Comfortable 2 bedroom middle unit with finished family room in basement.  Plenty of room for hobbies in the workshop area of the walkout basement.  Very economical - seller states no electric bills since February due to contract with solar farm through National Grid - which is transferable!,-75974.76
42.22691,-71.52148,2,1805.0,http://media.mlspin.com/photo.aspx?mls=72254234,276.45,2.5,72254233,499755.0,"Start the new year in your new home! AVAILABLE NOW!  This floor plan offers a welcoming Foyer, 1st floor Great Room, Eat-In Granite Kitchen open to Cafe. Large deck off cafe, great for summer cook-outs.  A King-size master suite awaits on the 2nd floor with a walk-in closet & large master bath. Spacious 2nd bedroom, additional room/Office/Den, 2nd Full Bath and Laundry Room complete the second floor. Great potential in our full basement, plus 2 car attached Garage. Visit our Sale Center today! Open daily 10-5pm, Mondays by appointment",38973.02
42.07964,-70.94299,2,1200.0,http://media.mlspin.com/photo.aspx?mls=72254167,249.67,1.5,72254167,274900.0,"~Own a piece of Paradise~ Whitman's newest Townhome community! Spacious (END UNIT) * 2 bedrm w 1.5 bath* open concept kitchen w SS appliances: gas stove*dishwasher*microwave & garbage disposal*Gorgeous cabinetry accented w beautiful granite counters*Open concept dining & living room w hw flooring*Large rear deck, perfect for entertaining or simply relaxing*2 generous bedrooms & a full bathroom w granite vanity top. Sit & relax on your deck & enjoy the beautiful landscaped grounds*Central air conditioning, gas heat & a full basement*Underground utilities*Set on over 8 acres, professionally landscaped including a pet park! Conveniently located close to shopping, restaurants & more.  Approx 1.5 miles to commuter T.*Reserve now in time to customize your condo from cabinetry, granite & more . It?s your time to own a piece of Paradise, after all you deserve it! (Kitchen island and oak stair treads are an upgrade option)",16048.73
42.79315,-71.1009,2,1344.0,http://media.mlspin.com/photo.aspx?mls=72254343,148.81,1.0,72254343,189900.0,"Lovingly restored Ranch! Kitchen with granite counter tops, tile floor and new stainless steel appliances. Refinished hardwood floors in living room and bedrooms, entire interior freshly painted. Finished lower level with new Berber carpeting and rough in plumbing for future bath. Large sunroom leading to oversized deck overlooking level back yard. Easy access to shopping, commuter rail and highway. Just move in and enjoy!",-43342.57
42.35974,-71.19267,4,2600.0,http://media.mlspin.com/photo.aspx?mls=72254138,367.31,3.5,72254138,929000.0,"Nearly Complete NEW CONSTRUCTION! This contemporary 4 bed, 3.5 bath townhouse is conveniently located on a charming side street in Newton Corner. Under 1 mile to Whole Foods, a short walk to local shops/restaurants, public transit and just steps to your child's elementary school. Amazing open floor plan includes a living/dining room w/ craftsman details in the coffered ceilings & wainscoting, custom modern fireplace & a clean contemporary kitchen complete w/ stainless steel appliances, Quartz counter tops & access to the private stone patio with professionally landscaped yard. The staircase leads you to an airy landing on the 2nd floor, flowing to a master suite w/ custom walk-in closet and a beautiful master bath. Two more bedrooms, a full bath, & laundry complete this floor. The finished lower level includes a play room, additional bedroom and full bathroom. Exterior is Grey not to be confused with Beige house across from Lincoln Eliot School.",93540.56
42.33494,-71.03303,2,1500.0,http://media.mlspin.com/photo.aspx?mls=72254652,590.0,2.5,72254652,859900.0,"Expansive 2 Bedroom 2.5 Bath duplex in the heart of the Eastside. This stunning Victorian was renovated in 2010 and offers 1,500sqft of generous open living with over 10ft ceilings, great for entertaining. Front to back living, this home includes a handcrafted gas fireplace with many custom built-in?s, which opens to your dinning area.  The chef?s kitchen has all stainless steel appliances, granite counter top with a spacious island built-in wine refrigerator and microwave and all designer cabinetry.  A half bath and fitness room/office finishes the first level.  As you enter the second level, your Master Bedroom has great natural light with a walk-in-closet and master bath.  The large 2nd bedroom also has an in suite bath with extra storage.  Private deck and patio, with in-unit washer/dryer and 1 deeded parking. Close to the beach and many amenities with 4 different bus routes.",180670.7
